municipality,owner,quarter,cases_closed,slaBreachRate,repeatComplaintRate,escalationRate,avgResolutionDays,openComplaintLoad,nextBreachRate,nextQuarter,failed
5,560600,2013Q4,6,1.0,0.0,0.0,106.74110725308641,21,0.9375,2014Q1,1
5,560600,2014Q1,16,0.9375,0.9375,0.0,158.02842881944443,15,0.8823529411764706,2014Q2,1
5,560602,2012Q4,9,0.2222222222222222,1.0,0.1111111111111111,54.872376543209874,6,0.13333333333333333,2013Q1,0
5,560602,2013Q1,15,0.13333333333333333,0.8,0.06666666666666667,40.347368055555556,8,0.14285714285714285,2013Q2,0
5,560602,2014Q2,7,0.2857142857142857,0.14285714285714285,0.0,44.051507936507946,7,0.5,2014Q3,0
5,560602,2014Q3,6,0.5,0.5,0.3333333333333333,123.10792824074075,8,0.14285714285714285,2014Q4,0
5,560602,2014Q4,14,0.14285714285714285,0.07142857142857142,0.07142857142857142,66.4948718584656,8,0.21428571428571427,2015Q1,0
5,560604,2011Q1,25,0.92,0.92,0.0,91.08951851851853,35,0.875,2011Q2,1
5,560604,2011Q2,24,0.875,0.9166666666666666,0.0,91.51879726080246,37,0.9117647058823529,2011Q3,1
5,560604,2011Q3,34,0.9117647058823529,0.9117647058823529,0.058823529411764705,121.53791938997823,26,0.75,2011Q4,0
5,560604,2011Q4,24,0.75,1.0,0.041666666666666664,89.99168643904322,35,0.9210526315789473,2012Q1,1
5,560604,2012Q1,38,0.9210526315789473,0.9473684210526315,0.0,94.73696119639376,27,0.8076923076923077,2012Q2,0
5,560604,2012Q2,26,0.8076923076923077,0.8846153846153846,0.07692307692307693,93.3944128383191,18,1.0,2012Q3,1
5,560604,2012Q3,14,1.0,0.9285714285714286,0.0,100.0217253637566,21,0.6818181818181818,2012Q4,0
5,560604,2012Q4,22,0.6818181818181818,1.0,0.0,69.74210227272728,12,0.23809523809523808,2013Q1,0
5,560604,2013Q1,21,0.23809523809523808,1.0,0.047619047619047616,45.817896274250444,12,0.4375,2013Q2,0
5,560604,2013Q2,16,0.4375,0.5625,0.0,49.61990885416667,14,0.23529411764705882,2013Q3,0
5,560604,2013Q3,17,0.23529411764705882,0.058823529411764705,0.0,39.97619893790849,21,0.3333333333333333,2013Q4,0
5,560604,2013Q4,18,0.3333333333333333,0.16666666666666666,0.0,46.03577803497942,15,0.5,2014Q1,0
5,560604,2014Q1,18,0.5,0.05555555555555555,0.05555555555555555,185.37891525205762,9,0.1,2014Q2,0
5,560604,2014Q2,10,0.1,0.0,0.1,87.51848032407408,19,0.5384615384615384,2014Q3,0
5,560604,2014Q3,13,0.5384615384615384,0.3076923076923077,0.0,125.14839654558406,28,0.46875,2014Q4,0
5,560604,2014Q4,32,0.46875,0.28125,0.0625,98.14018771701389,19,0.4583333333333333,2015Q1,0
5,560608,2011Q3,6,1.0,1.0,0.0,100.01374614197532,5,0.8,2011Q4,0
5,560608,2011Q4,5,0.8,0.8,0.0,84.05415972222222,5,1.0,2012Q1,1
5,560608,2014Q3,11,0.6363636363636364,0.18181818181818182,0.18181818181818182,115.43926557239057,11,0.5,2014Q4,0
5,560608,2014Q4,12,0.5,0.25,0.25,146.09044560185185,5,0.2857142857142857,2015Q1,0
5,560752,2012Q4,6,0.0,0.5,0.0,25.05251350308642,5,0.1,2013Q1,0
